name,categories,ingredients,url
Babi pangang met nasi goreng,"Keukens, Oosters, Varkensvlees, Kleine maaltijden (350 gram)","rijst (47%), water, varkensvlees (11%), prei, witte kool, ui, suiker, wortel, natuurazijn, gemodificeerd aardappelzetmeel, zout, plantaardige olie ongehard, raapzaadolie ongehard, kruiden & specerijen, suikerstroop, tomatenpoeder, gejodeerd zout, uienpoeder, aardappelzetmeel, glucose-fructosestroop, natuurlijk aroma (mosterd, selderij), invertsuikerstroop, rode bietenpoeder, tarwebloem (tarwe), varkenseiwit, spinaziepoeder, glucosestroop gedroogd (tarwe), gistextract, maltodextrine, sojabonen (soja), tarwevezel (tarwe), melasse, gehydrolyseerd soja en maiseiwit (soja), zuurteregelaars (E500), stabilisatoren (E451, xanthaangom), zonnebloemolie ongehard, gekarameliseerde suiker, zetmeel, antiklontermiddelen (E535), selderij (selderij), conserveermiddelen (E211, E224, E202), voedingszuren (melkzuur, azijnzuur, citroenzuur), kleurstoffen (karamel), paprikasap concentraat.",https://versvoorthuis.nl/nl/gerecht/141-babi-pangang-met-nasi-goreng
Foe yong hai met nasi goreng,"Keukens, Vegetarisch, Vegetarisch","rijst (47%), water, prei, ui, kippenei (eieren), witte kool, suiker, wortel, champignon, natuurazijn, melk (lactose, melk), room (lactose, melk), gemodificeerd aardappelzetmeel, zout, plantaardige olie ongehard, kruiden & specerijen, raapzaadolie ongehard, suikerstroop, tomatenpoeder, gejodeerd zout, uienpoeder, glucose-fructosestroop, invertsuikerstroop, natuurlijk aroma (mosterd, selderij), maltodextrine, rode bietenpoeder, tarwebloem (tarwe), spinaziepoeder, glucosestroop gedroogd (tarwe), gistextract, gemodificeerd maiszetmeel, raapolie ongehard, sojabonen (soja), melasse, gehydrolyseerd soja en maiseiwit (soja), voedingszuren (citroenzuur, azijnzuur, melkzuur), zonnebloemolie ongehard, gekarameliseerde suiker, azijn, zetmeel, zuurteregelaars (E500), antiklontermiddelen (E535), selderij (selderij), antioxidanten (E300), conserveermiddelen (E211, E224, E202), kleurstoffen (karamel), stabilisatoren (xanthaangom), verdikkingsmiddel (guargom), paprikasap concentraat.",https://versvoorthuis.nl/nl/gerecht/160-foe-yong-hai-met-nasi-goreng
Kipsate in satesaus met bami goreng,"Keukens, Oosters, Gevogelte, Kleine maaltijden (350 gram)","durum tarwegries (tarwe), water, kip (11%), ui, witte kool, pinda (4%)(pinda), prei, wortel, suiker, suikerstroop, zout, zonnebloemolie ongehard, plantaardige olie ongehard, verdikkingsmiddel (gemodificeerd maiszetmeel), kruiden & specerijen, raapzaadolie ongehard, azijn, soja-olie ongehard (soja), xylose, tapiocazetmeel, glucose-fructosestroop, gejodeerd zout, sojabonen (soja), invertsuikerstroop, natuurlijk aroma (mosterd, selderij), tarwebloem (tarwe), spinaziepoeder, glucosestroop gedroogd (tarwe), gistextract, uienpoeder, maltodextrine, melasse, gehydrolyseerd soja en maiseiwit (soja), zetmeel, gekarameliseerde suiker, zuurteregelaars (E500), antiklontermiddelen (E535), selderij (selderij), conserveermiddelen (E211, E210, E202), voedingszuren (melkzuur, azijnzuur, citroenzuur), kleurstoffen (karamel), stabilisatoren (xanthaangom), paprikasap concentraat.",https://versvoorthuis.nl/nl/gerecht/158-kipsate-in-satesaus-met-bami-goreng
Babi pangang met bami goreng,"Keukens, Oosters, Varkensvlees","durum tarwegries (tarwe), water, varkensvlees (11%), witte kool, ui, prei, suiker, wortel, natuurazijn, gemodificeerd aardappelzetmeel, zonnebloemolie ongehard, zout, plantaardige olie ongehard, suikerstroop, raapzaadolie ongehard, azijn, kruiden & specerijen, tomatenpoeder, gejodeerd zout, uienpoeder, aardappelzetmeel, glucose-fructosestroop, natuurlijk aroma (mosterd, selderij), invertsuikerstroop, rode bietenpoeder, tarwebloem (tarwe), varkenseiwit, spinaziepoeder, glucosestroop gedroogd (tarwe), gistextract, sojabonen (soja), maltodextrine, tarwevezel (tarwe), melasse, gehydrolyseerd soja en maiseiwit (soja), zuurteregelaars (E500), stabilisatoren (E451, xanthaangom), gekarameliseerde suiker, zetmeel, antiklontermiddelen (E535), selderij (selderij), conserveermiddelen (E211, E224, E202), voedingszuren (melkzuur, azijnzuur, citroenzuur), kleurstoffen (karamel), paprikasap concentraat.",https://versvoorthuis.nl/nl/gerecht/115-babi-pangang-met-bami-goreng
Stamppot snijbonen en kipfilet,"Keukens, Hollands, Gevogelte, Kleine maaltijden (350 gram)","aardappel (32%), snijbonen (25%), water, kip (15%), zonnebloemolie ongehard, melkpoeder (lactose, melk), gejodeerd zout, zout, soja-olie ongehard (soja), verdikkingsmiddel (gemodificeerd maiszetmeel), raapzaadolie gehard, tapiocazetmeel, kruiden & specerijen (mosterd, selderij), xylose, aroma (soja, eieren), melk (lactose, melk), room (lactose, melk), rijstebloem, gistextract, uienpoeder, gehydrolyseerd soja-eiwit (soja), palmvet ongehard, natuurazijn, natuurlijk aroma (mosterd, selderij), glucosestroop, suiker, raapzaadolie ongehard, antioxidanten (E304), emulgatoren (E450), voedingszuren (soja) (E322 (soja)), kleurstoffen (caroteen).",https://versvoorthuis.nl/nl/gerecht/174-stamppot-snijbonen-en-kipfilet
Chili con carne met rijst,"Keukens, Oosters, Gevogelte, Kleine maaltijden (350 gram)","rijst (30%), water, bruine bonen (15%), rundvlees (12%), erwten, mais, appel, tomaat, paprika, ananas, kruiden & specerijen (selderij), wortel, suiker, ui, mais, aardappelzetmeel, palmvet ongehard, zout, gejodeerd zout, gistextract, citroensap, azijn, aroma, rundereiwit, stabilisatoren (E451, xanthaangom), voedingszuren (citroenzuur, azijnzuur), zuurteregelaars (calciumchloride), gemodificeerd maiszetmeel, antioxidanten (E300), conserveermiddelen (E202), verdikkingsmiddel (guargom).",https://versvoorthuis.nl/nl/gerecht/169-chili-con-carne-met-rijst
"Speklap, rode bieten met appel en aardappelpuree","Keukens, Hollands, Varkensvlees, Kleine maaltijden (350 gram)","rode biet (26%), aardappel (24%), water, varkensvlees (14%), melk (lactose, melk), appel (5%), zonnebloemolie ongehard, suiker, aardappelzetmeel, zout, maltodextrine, gemodificeerd aardappelzetmeel, gemodificeerd maiszetmeel, natuurazijn, natuurlijk aroma (mosterd, selderij), gejodeerd zout, dextrose, kruiden & specerijen, tarwezetmeel (tarwe), kleurstoffen (paprika-extract), voedingszuren (citroenzuur, E331), boteraroma (lactose, melk), conserveermiddelen (E202, E224), aroma (selderij, soja), antioxidanten (E300), tomatenpuree, maisolie, natuurlijk ui aroma, gekarameliseerde suiker, antiklontermiddelen (E551), gistextract, gehydrolyseerd soja-eiwit (soja), smaakversterkers (E640), maiszetmeel, uienextract, zuurteregelaars (E500), verdikkingsmiddel (E407), glucosestroop, ui, karamelsuikerstroop, raapzaadolie ongehard, paprika.",https://versvoorthuis.nl/nl/gerecht/197-speklap-rode-bieten-met-appel-en-aardappelpuree
"Hamlap, rode bieten met appel en aardappelpuree","Keukens, Hollands, Varkensvlees, Kleine maaltijden (350 gram)","rode biet (26%), aardappel (24%), water, varkensvlees (13%), melk (lactose, melk), appel (5%), zonnebloemolie ongehard, aardappelzetmeel, suiker, maiszetmeel, zout, kruiden & specerijen, maltodextrine, natuurazijn, gemodificeerd aardappelzetmeel, gemodificeerd maiszetmeel, natuurlijk aroma (mosterd, selderij), gejodeerd zout, dextrose, uienextract, gekarameliseerde suiker, voedingszuren (citroenzuur, E331), boteraroma (lactose, melk), conserveermiddelen (E202, E224), antioxidanten (E300), tomatenpuree, maisolie, aroma, smaakversterkers (E640), zuurteregelaars (E500), verdikkingsmiddel (E407), glucosestroop, ui, karamelsuikerstroop, raapzaadolie ongehard, paprika.",https://versvoorthuis.nl/nl/gerecht/159-hamlap-rode-bieten-met-appel-en-aardappelpuree
"Kipfilet, rode bieten met appel en aardappelen","Keukens, Hollands, Gevogelte","aardappel (34%), rode biet (26%), water, kip (15%), appel (5%), suiker, aardappelzetmeel, gejodeerd zout, natuurazijn, soja-olie ongehard (soja), zout, tapiocazetmeel, verdikkingsmiddel (gemodificeerd maiszetmeel), xylose, aroma (soja, eieren), rijstebloem, gistextract, uienpoeder, gehydrolyseerd soja-eiwit (soja), palmvet ongehard, natuurlijk aroma (mosterd, selderij), kruiden & specerijen, antioxidanten (E300), voedingszuren (citroenzuur), glucosestroop, raapzaadolie ongehard, conserveermiddelen (E224).",https://versvoorthuis.nl/nl/gerecht/117-kipfilet-rode-bieten-met-appel-en-aardappelen
"Lekkerbek met remouladesaus, snijbonen en aardappelpuree","Keukens, Hollands, Vis","snijbonen (36%), aardappel (24%), heek (13%)(vis), melk (lactose, melk), water, raapolie ongehard, gemodificeerd aardappelzetmeel, zonnebloemolie ongehard, suiker, gemodificeerd tarwezetmeel (tarwe), zout, azijn, kruiden & specerijen, scharreleigeel (eieren), ui, verdikkingsmiddel (gemodificeerd aardappelzetmeel, guargom), aroma, tarwemeel (tarwe), tarwebloem (tarwe), dextrose, gehydrolyseerd plantaardig eiwit, maltodextrine, conserveermiddelen (E202, E211), boteraroma (lactose, melk), gistextract, zoetstoffen (E955, E954), voedingszuren (E385, citroenzuur), zuurteregelaars (E500), rijstebloem, kurkuma-extract, smaakversterkers (E621), stabilisatoren (xanthaangom), uienpoeder, raapzaadolie ongehard.",https://versvoorthuis.nl/nl/gerecht/163-lekkerbek-met-remouladesaus-snijbonen-en-aardappelpuree
"Slavink, spitskool met saus, aardappelpuree","Keukens, Hollands, Varkensvlees, Kleine maaltijden (350 gram)","spitskool (30%), aardappel (24%), water, varkensvlees (13%), melk (lactose, melk), paneermeel (tarwe), zonnebloemolie ongehard, zout, tarwebloem (tarwe), rundvlees (<1%), palmvet ongehard, gemodificeerd aardappelzetmeel, gemodificeerd maiszetmeel, verdikkingsmiddel (gemodificeerd maiszetmeel), maltodextrine, kruiden & specerijen, tarwezetmeel (tarwe), gistextract, gejodeerd zout, paprika-extract, natuurlijk aroma, dextrose, glucosestroop gedroogd, varkenseiwit, gekarameliseerde suiker, palmolie ongehard, conserveermiddelen (E202), boteraroma (lactose, melk), melkeiwitten (lactose, melk), lactose (lactose, melk), ui, tomatenpuree, maisolie, aroma, volle melkpoeder (lactose, melk), uienpoeder, raapzaadolie ongehard, gehydrolyseerd plantaardig eiwit (tarwe), voedingszuren (E262), karamelsuikerstroop, paprika, stabilisatoren (xanthaangom), antioxidanten (E306).",https://versvoorthuis.nl/nl/gerecht/194-slavink-spitskool-met-saus-aardappelpuree
"Varkenssaucijs, bruine bonen met spek en aardappelpuree","Keukens, Hollands, Varkensvlees, Kleine maaltijden (350 gram)","bruine bonen (27%), aardappel (24%), water, varkensvlees (16%), melk (lactose, melk), zonnebloemolie ongehard, paneermeel (tarwe), zout, gemodificeerd aardappelzetmeel, gemodificeerd maiszetmeel, kruiden & specerijen, verdikkingsmiddel (gemodificeerd aardappelzetmeel), maltodextrine, varkensdarm, gejodeerd zout, aroma, conserveermiddelen (E202, E250, E252), boteraroma (lactose, melk), gistextract, antioxidanten (E301), tomatenpuree, maisolie, korianderolie, natuurlijk aroma, paprika-extract, voedingszuren (citroenzuur), varkenseiwit, mosterdmeel (mosterd), selderij (selderij), zuurteregelaars (calciumchloride), ui, karamelsuikerstroop, paprika, uienpoeder, raapzaadolie ongehard.",https://versvoorthuis.nl/nl/gerecht/105-varkenssaucijs-bruine-bonen-met-spek-en-aardappelpuree
"Kipfilet, broccoli en aardappelpuree","Keukens, Hollands, Gevogelte, Kleine maaltijden (350 gram)","broccoli (36%), aardappel (24%), kip (15%), water, melk (lactose, melk), zonnebloemolie ongehard, zout, verdikkingsmiddel (gemodificeerd aardappelzetmeel, gemodificeerd maiszetmeel), soja-olie ongehard (soja), tapiocazetmeel, xylose, aroma (soja, eieren), gistextract, gejodeerd zout, rijstebloem, uienpoeder, kruiden & specerijen, gehydrolyseerd soja-eiwit (soja), palmvet ongehard, conserveermiddelen (E202), boteraroma (lactose, melk), ui, raapzaadolie ongehard.",https://versvoorthuis.nl/nl/gerecht/186-kipfilet-broccoli-en-aardappelpuree
"Kipburger, sperziebonen en aardappelen","Keukens, Hollands, Gevogelte, Kleine maaltijden (350 gram)","sperziebonen (36%), aardappel (34%), kip (14%), water, paneermeel (rogge, tarwe), verdikkingsmiddel (gemodificeerd aardappelzetmeel, gemodificeerd maiszetmeel, E466), kalkoen, gejodeerd zout, zout, kruiden & specerijen (mosterd, selderij), aroma (soja, eieren), gistextract, rijstebloem, uienpoeder, gehydrolyseerd soja-eiwit (soja), palmvet ongehard, kleurstoffen (paprika-extract, E170), dextrose, glucosestroop, kippeneipoeder (eieren), zeezout, palmolie ongehard, maiszetmeel, stabilisatoren (E451, E452), emulgatoren (E471, E450), ui, tarwemeel (tarwe), tarwezetmeel (tarwe), paprika, soja-eiwit (soja), tarwebloem (tarwe), antioxidanten (E300), gemodificeerd tarwezetmeel (tarwe), prei, paprika-extract, maltodextrine, rundercollageen, smaakversterkers (E621), soja-eiwitisolaat (soja), sojameel (soja), koolzaadeiwit, maiseiwit, melkeiwitten (lactose, melk), rijsmiddelen (E500i), raapzaadolie ongehard.",https://versvoorthuis.nl/nl/gerecht/180-kipburger-sperziebonen-en-aardappelen
"Varkensfiletlap, prei met saus en aardappelen","Keukens, Hollands, Varkensvlees","aardappel (34%), prei (27%), water, varkensvlees (15%), tarwebloem (tarwe), zout, palmvet ongehard, verdikkingsmiddel (gemodificeerd maiszetmeel, E407), kruiden & specerijen (selderij), gemodificeerd aardappelzetmeel, gemodificeerd maiszetmeel, raapolie ongehard, gejodeerd zout, zonnebloemolie ongehard, maltodextrine, maiszetmeel, palmolie ongehard, melkeiwitten (lactose, melk), lactose (lactose, melk), uienpoeder, aroma, ui, volle melkpoeder (lactose, melk), raapzaadolie ongehard, gehydrolyseerd plantaardig eiwit (tarwe), gistextract, tomatenpuree, maisolie, natuurlijk aroma, korianderolie, aardappelzetmeel, dextrose, kleurstoffen (paprika-extract), gehydrolyseerd koolzaadeiwit, voedingszuren (E331iii), suiker, paprika gedroogd, rijsmiddelen (E500ii), karamelsuikerstroop, paprika, stabilisatoren (xanthaangom), antioxidanten (E306).",https://versvoorthuis.nl/nl/gerecht/149-varkensfiletlap-prei-met-saus-en-aardappelen
"Kalkoenstooflap, snijbonen en aardappelen","Keukens, Hollands, Gevogelte","snijbonen (36%), aardappel (34%), kalkoen (15%), water, gejodeerd zout, verdikkingsmiddel (gemodificeerd aardappelzetmeel, gemodificeerd maiszetmeel), dextrose, maltodextrine, rijstzetmeel, zout, aroma (soja, eieren), gistextract, karamelsuikerstroop, glucosestroop, rijstebloem, uienpoeder, gehydrolyseerd soja-eiwit (soja), palmvet ongehard, kruiden & specerijen, ui, raapzaadolie ongehard.",https://versvoorthuis.nl/nl/gerecht/148-kalkoenstooflap-snijbonen-en-aardappelen
"Boomstam, spinazie a la crème, en aardappelen","Keukens, Hollands, Varkensvlees, Kleine maaltijden (350 gram)","aardappel (34%), spinazie (31%), water, varkensvlees (9%), varkensseparatorvlees, paneermeel (tarwe), melk (lactose, melk), room (lactose, melk), kaas (lactose, melk), tarwebloem (tarwe), maiszetmeel, zout, palmvet ongehard, gemodificeerd aardappelzetmeel, gemodificeerd maiszetmeel, gejodeerd zout, verdikkingsmiddel (gemodificeerd maiszetmeel), maltodextrine, kruiden & specerijen (mosterd), aardappelzetmeel, varkenseiwit, zetmeel, palmolie ongehard, aroma, melkeiwitten (lactose, melk), lactose (lactose, melk), natuurlijk aroma (mosterd, selderij), ui, raapzaadolie ongehard, tomatenpuree, maisolie, volle melkpoeder (lactose, melk), tarwezetmeel (tarwe), natuurazijn, zonnebloemolie ongehard, rookaroma, dextrose, uienpoeder, gehydrolyseerd plantaardig eiwit (tarwe), gistextract, karamelsuikerstroop, glucosestroop, paprika, stabilisatoren (xanthaangom), antioxidanten (E306).",https://versvoorthuis.nl/nl/gerecht/195-boomstam-spinazie-a-la-creme-en-aardappelen
"Procureurlap, spruitjes met spek en aardappelpuree","Keukens, Hollands, Varkensvlees, Kleine maaltijden (350 gram)","spruiten (35%), aardappel (24%), varkensvlees (14%), water, melk (lactose, melk), zonnebloemolie ongehard, zout, gekarameliseerde suiker, kruiden & specerijen, maltodextrine, gemodificeerd aardappelzetmeel, gemodificeerd maiszetmeel, verdikkingsmiddel (gemodificeerd aardappelzetmeel), aroma, varkensspek, tomatenpuree, ui, gejodeerd zout, paprika, tomaat, pastinaak, selderij (selderij), prei, wortel, stabilisatoren (xanthaangom, E452, E451), conserveermiddelen (E202, E250, E252), gistextract, boteraroma (lactose, melk), maisolie, kleurstoffen (E150d, E150c), azijn, raapzaadolie gehard, smaakversterkers (E621), natuurlijk aroma, wijnazijn, gemodificeerd zetmeel, champignon, suikerstroop, aardappelzetmeel, citroensap, uiensap, karamelsiroop, suiker, guargom, zuurteregelaars (kaliumchloride), rookaroma, karamelsuikerstroop, uienpoeder, raapzaadolie ongehard, antioxidanten (E301).",https://versvoorthuis.nl/nl/gerecht/122-procureurlap-spruitjes-met-spek-en-aardappelpuree
"Kipvink, tuinbonen met saus en aardappelen","Keukens, Hollands, Gevogelte","aardappel (34%), tuinbonen (32%), water, kip (13%), tarwebloem (tarwe), kippencollageen, aardappelzetmeel, kruiden & specerijen, zout, verdikkingsmiddel (gemodificeerd maiszetmeel, guargom), rundereiwit, palmvet ongehard, gejodeerd zout, raapzaadolie ongehard, glucosestroop, ui, paprika, aroma (soja, eieren), gistextract, uienpoeder, rijstebloem, gehydrolyseerd soja-eiwit (soja), palmolie ongehard, antioxidanten (E300, E301, E306), melkeiwitten (lactose, melk), lactose (lactose, melk), stabilisatoren (E451, xanthaangom), gist, prei, dextrose, zuurteregelaars (E500), voedingszuren (E262), emulgatoren (E450), volle melkpoeder (lactose, melk), gehydrolyseerd plantaardig eiwit (tarwe).",https://versvoorthuis.nl/nl/gerecht/194-kipvink-tuinbonen-met-saus-en-aardappelen
"Stroganoffburger, savooie kool met saus en aardappelpuree","Keukens, Hollands, Varkensvlees","savooie kool (25%), aardappel (24%), water, varkensvlees (13%), melk (lactose, melk), zonnebloemolie ongehard, paneermeel (tarwe), tarwebloem (tarwe), zout, kruiden & specerijen, palmvet ongehard, gemodificeerd aardappelzetmeel, gemodificeerd maiszetmeel, verdikkingsmiddel (gemodificeerd maiszetmeel), maltodextrine, tarwezetmeel (tarwe), gejodeerd zout, paprika granulaat, tomatenpoeder, dextrose, uienpoeder, palmolie ongehard, conserveermiddelen (E202), boteraroma (lactose, melk), melkeiwitten (lactose, melk), lactose (lactose, melk), ui, natuurlijk aroma (mosterd, selderij), raapzaadolie ongehard, tomatenpuree, maisolie, aroma, volle melkpoeder (lactose, melk), paprikasap concentraat, knoflookextract, mosterdmeel (mosterd), champignonpoeder, gehydrolyseerd soja-eiwit (soja), gehydrolyseerd plantaardig eiwit (tarwe), gistextract, glucosestroop, karamelsuikerstroop, paprika, stabilisatoren (xanthaangom), antioxidanten (E306).",https://versvoorthuis.nl/nl/gerecht/108-stroganoffburger-savooie-kool-met-saus-en-aardappelpuree
"Kip teriyaki, massala zoete aardappel en quinoa","Keukens, Oosters, Gevogelte, Kleine maaltijden (350 gram)","water, aardappel zoet, kip (15%), erwten, ui, pompoen, kokos, suiker, quinoa, sojabonen (soja), olijfolie ongehard, kruiden & specerijen (selderij), zout, tarwe (tarwe), glucosestroop, gemodificeerd maiszetmeel, rijstazijn, soja-olie ongehard (soja), gejodeerd zout, natuurlijk aroma (mosterd, selderij), citroensap, tapiocazetmeel, xylose, mango, voedingszuren (citroenzuur, azijnzuur), raapzaadolie ongehard, smaakversterkers (E621), citrusvezel, conserveermiddelen (E210, E202, E223), melado.",https://versvoorthuis.nl/nl/gerecht/192-kip-teriyaki-massala-zoete-aardappel-en-quinoa
"Vegaballetjes, rode bieten en aardappelpuree (Vega)","Keukens, Vegetarisch, Vegetarisch","rode biet, aardappel (29%), water, melk (lactose, melk), oesterzwam, zonnebloemolie ongehard, kokosolie ongehard, soja-eiwit (soja), suiker, aardappelzetmeel, zout, natuurazijn, erwteneiwit, tarwezetmeel (tarwe), tarwegluten (tarwe), rijst, gejodeerd zout, gemodificeerd aardappelzetmeel, gemodificeerd maiszetmeel, maltodextrine, verdikkingsmiddel (E401, E461), kruiden & specerijen, natuurlijk aroma (mosterd, selderij), boteraroma (lactose, melk), conserveermiddelen (E202, E224), bietenpoeder, voedingszuren (melkzuur), gerstemoutextract (gerst), citroensap, appelazijn, dextrose (tarwe), zeezout, havervezel (haver) (haver), vitamine b12, glucosestroop, tomatenpuree, maisolie, aroma, raapzaadolie ongehard, ui, karamelsuikerstroop, paprika.",https://versvoorthuis.nl/nl/gerecht/104-vegaballetjes-rode-bieten-en-aardappelpuree
"Vegaballetjes, spitskool met saus en aardappelen (Vega)","Keukens, Vegetarisch, Vegetarisch","aardappel (40%), spitskool (30%), water, oesterzwam, kokosolie ongehard, zonnebloemolie ongehard, soja-eiwit (soja), tarwebloem (tarwe), verdikkingsmiddel (gemodificeerd maiszetmeel, E401, E461), palmvet ongehard, zout, gejodeerd zout, erwteneiwit, tarwezetmeel (tarwe), tarwegluten (tarwe), rijst, gemodificeerd aardappelzetmeel, gemodificeerd maiszetmeel, maltodextrine, kruiden & specerijen, palmolie ongehard, melkeiwitten (lactose, melk), lactose (lactose, melk), bietenpoeder, voedingszuren (melkzuur), gerstemoutextract (gerst), citroensap, appelazijn, dextrose (tarwe), zeezout, havervezel (haver) (haver), natuurlijk aroma, ui, volle melkpoeder (lactose, melk), uienpoeder, raapzaadolie ongehard, gehydrolyseerd plantaardig eiwit (tarwe), gistextract, vitamine b12, tomatenpuree, maisolie, aroma, karamelsuikerstroop, stabilisatoren (xanthaangom), antioxidanten (E306), paprika.",https://versvoorthuis.nl/nl/gerecht/187-vegaballetjes-spitskool-met-saus-en-aardappelen
Stamppot hete bliksem met vegaballetjes (Vega),"Keukens, Vegetarisch, Vegetarisch","aardappel (31%), water, appel (22%), oesterzwam, zonnebloemolie ongehard, kokosolie ongehard, soja-eiwit (soja), suiker, melkpoeder (lactose, melk), gejodeerd zout, gemodificeerd aardappelzetmeel, gemodificeerd maiszetmeel, erwteneiwit, maltodextrine, raapzaadolie gehard, tarwezetmeel (tarwe), tarwegluten (tarwe), rijst, zout, melk (lactose, melk), aardappelzetmeel, room (lactose, melk), voedingszuren (soja) (citroenzuur, melkzuur, E322 (soja)), natuurlijk aroma (mosterd, selderij), verdikkingsmiddel (E401, E461), antioxidanten (E300, E304), kruiden & specerijen (selderij), bietenpoeder, gerstemoutextract (gerst), citroensap, appelazijn, dextrose (tarwe), zeezout, havervezel (haver) (haver), aroma, tomatenpuree, maisolie, glucosestroop, vitamine b12, ui, karamelsuikerstroop, raapzaadolie ongehard, emulgatoren (E450), paprika, conserveermiddelen (E223), kleurstoffen (caroteen).",https://versvoorthuis.nl/nl/gerecht/105-stamppot-hete-bliksem-met-vegaballetjes
Stamppot snijbonen met vegaballetjes (Vega),"Keukens, Vegetarisch, Vegetarisch","aardappel (34%), water, snijbonen (27%), oesterzwam, zonnebloemolie ongehard, kokosolie ongehard, soja-eiwit (soja), melkpoeder (lactose, melk), gejodeerd zout, gemodificeerd aardappelzetmeel, gemodificeerd maiszetmeel, erwteneiwit, zout, raapzaadolie gehard, maltodextrine, kruiden & specerijen (mosterd, selderij), tarwezetmeel (tarwe), tarwegluten (tarwe), rijst, melk (lactose, melk), room (lactose, melk), natuurlijk aroma (mosterd, selderij), natuurazijn, verdikkingsmiddel (E401, E461), voedingszuren (soja) (melkzuur, E322 (soja)), bietenpoeder, gerstemoutextract (gerst), citroensap, appelazijn, dextrose (tarwe), zeezout, havervezel (haver) (haver), glucosestroop, aroma, suiker, tomatenpuree, maisolie, vitamine b12, raapzaadolie ongehard, ui, karamelsuikerstroop, antioxidanten (E304), emulgatoren (E450), paprika, kleurstoffen (caroteen).",https://versvoorthuis.nl/nl/gerecht/123-stamppot-snijbonen-met-vegaballetjes
"Groenteschijf, broccoli met saus en aardappelpuree (Vega)","Keukens, Vegetarisch, Vegetarisch","broccoli (31%), aardappel (24%), water, melk (lactose, melk), linzen, tarwebloem (tarwe), sojabonen (soja), zonnebloemolie ongehard, zout, dadel, gemodificeerd aardappelzetmeel, gemodificeerd maiszetmeel, palmvet ongehard, verdikkingsmiddel (gemodificeerd maiszetmeel, E461), kruiden & specerijen, maltodextrine, haver (haver), azijn, wortel, gejodeerd zout, paprika, aardappelzetmeel, erwteneiwit, prei, palmolie ongehard, conserveermiddelen (E202), boteraroma (lactose, melk), vitamine b12, ijzer, psylliumvezel, melkeiwitten (lactose, melk), lactose (lactose, melk), ui, tomatenpuree, maisolie, aroma, volle melkpoeder (lactose, melk), uienpoeder, raapzaadolie ongehard, gehydrolyseerd plantaardig eiwit (tarwe), gistextract, karamelsuikerstroop, stabilisatoren (xanthaangom), antioxidanten (E306).",https://versvoorthuis.nl/nl/gerecht/groenteschijf-broccoli-met-saus-en-aardappelpuree-vega
"Champignonragout, doperwten en zilvervliesrijst (Vega)","Keukens, Vegetarisch, Vegetarisch","erwten (36%), rijst (30%), water, champignon (6%), verdikkingsmiddel (gemodificeerd maiszetmeel, gemodificeerd aardappelzetmeel, guargom), ui, melk (lactose, melk), room (lactose, melk), tarwebloem (tarwe), palmolie ongehard, volle melkpoeder (lactose, melk), maiszetmeel, palmvet ongehard, zout, lactose (lactose, melk), melkeiwitten (lactose, melk), gejodeerd zout, maltodextrine, aroma, kruiden & specerijen, zetmeel, suiker, natuurlijk aroma, gistextract, champignonpoeder, uienpoeder, tomatenpoeder, antioxidanten (E300, E306), voedingszuren (citroenzuur), raapzaadolie ongehard, emulgatoren (E450iii).",https://versvoorthuis.nl/nl/gerecht/193-champignonragout-doperwten-en-zilvervliesrijst
"Champignonragout, snijbonen en aardappelpuree (Vega)","Keukens, Vegetarisch, Vegetarisch","snijbonen (32%), aardappel (25%), water, melk (lactose, melk), champignon (6%), verdikkingsmiddel (gemodificeerd maiszetmeel, gemodificeerd aardappelzetmeel, guargom), ui, zonnebloemolie ongehard, room (lactose, melk), tarwebloem (tarwe), zout, palmolie ongehard, volle melkpoeder (lactose, melk), maiszetmeel, palmvet ongehard, lactose (lactose, melk), kruiden & specerijen, melkeiwitten (lactose, melk), gejodeerd zout, maltodextrine, aroma, conserveermiddelen (E202), boteraroma (lactose, melk), zetmeel, suiker, natuurlijk aroma, champignonpoeder, gistextract, uienpoeder, tomatenpoeder, antioxidanten (E300, E306), voedingszuren (citroenzuur), raapzaadolie ongehard, emulgatoren (E450iii).",https://versvoorthuis.nl/nl/gerecht/134-champignonragout-snijbonen-en-aardappelpuree
"Vegetarische cheeseburger, rode bieten en aardappelpuree","Keukens, Vegetarisch, Vegetarisch","rode biet, aardappel (24%), water, melk (lactose, melk), kaas (lactose, melk), zonnebloemolie ongehard, tarwebloem (tarwe), suiker, tarwemeel (tarwe), kippenei-eiwit (eieren), aardappelzetmeel, gemodificeerd tarwezetmeel (tarwe), zout, natuurazijn, gemodificeerd aardappelzetmeel, gemodificeerd maiszetmeel, maltodextrine, aroma (lactose, melk), gejodeerd zout, plantaardig eiwit (tarwe), kruiden & specerijen, conserveermiddelen (E202, E251, E224), kleurstoffen (caroteen, paprika-extract, curcumine), boteraroma (lactose, melk), zuursel, havervezel (haver) (haver), natuurlijk aroma (mosterd, selderij), tomatenpuree, maisolie, ijzer, stremsel, verdikkingsmiddel (E461), voedingszuren (E326), glucosestroop, ui, karamelsuikerstroop, raapzaadolie ongehard, paprika.",https://versvoorthuis.nl/nl/gerecht/150-vegetarische-cheeseburger-rode-bieten-en-aardappelpuree
